True Label,Predicted As,Count,Example 1,Example 2,Example 3,All Files
rat,gorilla,3,rat_18.jpg,rat_47.jpg,rat_48.jpg,"rat_18.jpg, rat_47.jpg, rat_48.jpg"
hyena,wombat,3,hyena_14.jpg,hyena_46.jpg,hyena_48.jpg,"hyena_14.jpg, hyena_46.jpg, hyena_48.jpg"
kangaroo,wombat,3,kangaroo_23.jpg,kangaroo_28.jpg,kangaroo_60.jpg,"kangaroo_23.jpg, kangaroo_28.jpg, kangaroo_60.jpg"
crow,moth,3,crow_14.jpg,crow_31.jpg,crow_40.jpg,"crow_14.jpg, crow_31.jpg, crow_40.jpg"
dragonfly,mosquito,3,dragonfly_32.jpg,dragonfly_46.jpg,dragonfly_51.jpg,"dragonfly_32.jpg, dragonfly_46.jpg, dragonfly_51.jpg"
hedgehog,duck,3,hedgehog_27.jpg,hedgehog_35.jpg,hedgehog_56.jpg,"hedgehog_27.jpg, hedgehog_35.jpg, hedgehog_56.jpg"
hornbill,duck,3,hornbill_18.jpg,hornbill_20.jpg,hornbill_49.jpg,"hornbill_18.jpg, hornbill_20.jpg, hornbill_49.jpg"
dog,lion,3,dog_56.jpg,dog_6.jpg,dog_9.jpg,"dog_56.jpg, dog_6.jpg, dog_9.jpg"
antelope,lion,3,antelope_10.jpg,antelope_16.jpg,antelope_8.jpg,"antelope_10.jpg, antelope_16.jpg, antelope_8.jpg"
squirrel,donkey,3,squirrel_17.jpg,squirrel_4.jpg,squirrel_41.jpg,"squirrel_17.jpg, squirrel_4.jpg, squirrel_41.jpg"
seal,donkey,3,seal_11.jpg,seal_35.jpg,seal_37.jpg,"seal_11.jpg, seal_35.jpg, seal_37.jpg"
hedgehog,leopard,3,hedgehog_13.jpg,hedgehog_26.jpg,hedgehog_46.jpg,"hedgehog_13.jpg, hedgehog_26.jpg, hedgehog_46.jpg"
bee,dragonfly,3,bee_17.jpg,bee_49.jpg,bee_5.jpg,"bee_17.jpg, bee_49.jpg, bee_5.jpg"
fox,wombat,3,fox_29.jpg,fox_36.jpg,fox_6.jpg,"fox_29.jpg, fox_36.jpg, fox_6.jpg"
otter,sandpiper,3,otter_15.jpg,otter_34.jpg,otter_40.jpg,"otter_15.jpg, otter_34.jpg, otter_40.jpg"
flamingo,sandpiper,3,flamingo_13.jpg,flamingo_34.jpg,flamingo_54.jpg,"flamingo_13.jpg, flamingo_34.jpg, flamingo_54.jpg"
bee,bat,3,bee_15.jpg,bee_48.jpg,bee_54.jpg,"bee_15.jpg, bee_48.jpg, bee_54.jpg"
horse,butterfly,3,horse_15.jpg,horse_24.jpg,horse_48.jpg,"horse_15.jpg, horse_24.jpg, horse_48.jpg"
wolf,wombat,3,wolf_34.jpg,wolf_39.jpg,wolf_8.jpg,"wolf_34.jpg, wolf_39.jpg, wolf_8.jpg"
woodpecker,seal,3,woodpecker_10.jpg,woodpecker_55.jpg,woodpecker_59.jpg,"woodpecker_10.jpg, woodpecker_55.jpg, woodpecker_59.jpg"
dolphin,shark,3,dolphin_20.jpg,dolphin_27.jpg,dolphin_39.jpg,"dolphin_20.jpg, dolphin_27.jpg, dolphin_39.jpg"
lion,deer,3,lion_19.jpg,lion_20.jpg,lion_54.jpg,"lion_19.jpg, lion_20.jpg, lion_54.jpg"
lizard,deer,3,lizard_13.jpg,lizard_44.jpg,lizard_45.jpg,"lizard_13.jpg, lizard_44.jpg, lizard_45.jpg"
goose,deer,3,goose_24.jpg,goose_57.jpg,goose_8.jpg,"goose_24.jpg, goose_57.jpg, goose_8.jpg"
lion,orangutan,3,lion_29.jpg,lion_53.jpg,lion_56.jpg,"lion_29.jpg, lion_53.jpg, lion_56.jpg"
porcupine,owl,3,porcupine_14.jpg,porcupine_28.jpg,porcupine_39.jpg,"porcupine_14.jpg, porcupine_28.jpg, porcupine_39.jpg"
fox,owl,3,fox_12.jpg,fox_15.jpg,fox_49.jpg,"fox_12.jpg, fox_15.jpg, fox_49.jpg"
woodpecker,deer,3,woodpecker_14.jpg,woodpecker_19.jpg,woodpecker_57.jpg,"woodpecker_14.jpg, woodpecker_19.jpg, woodpecker_57.jpg"
oyster,owl,3,oyster_11.jpg,oyster_28.jpg,oyster_49.jpg,"oyster_11.jpg, oyster_28.jpg, oyster_49.jpg"
turkey,orangutan,3,turkey_26.jpg,turkey_27.jpg,turkey_32.jpg,"turkey_26.jpg, turkey_27.jpg, turkey_32.jpg"
lizard,bat,3,lizard_26.jpg,lizard_36.jpg,lizard_53.jpg,"lizard_26.jpg, lizard_36.jpg, lizard_53.jpg"
hippopotamus,otter,3,hippopotamus_24.jpg,hippopotamus_31.jpg,hippopotamus_37.jpg,"hippopotamus_24.jpg, hippopotamus_31.jpg, hippopotamus_37.jpg"
goldfish,hamster,3,goldfish_4.jpg,goldfish_59.jpg,goldfish_6.jpg,"goldfish_4.jpg, goldfish_59.jpg, goldfish_6.jpg"
elephant,orangutan,3,elephant_56.jpg,elephant_58.jpg,elephant_9.jpg,"elephant_56.jpg, elephant_58.jpg, elephant_9.jpg"
gorilla,orangutan,3,gorilla_38.jpg,gorilla_40.jpg,gorilla_43.jpg,"gorilla_38.jpg, gorilla_40.jpg, gorilla_43.jpg"
hedgehog,orangutan,3,hedgehog_1.jpg,hedgehog_32.jpg,hedgehog_8.jpg,"hedgehog_1.jpg, hedgehog_32.jpg, hedgehog_8.jpg"
sandpiper,deer,3,sandpiper_2.jpg,sandpiper_29.jpg,sandpiper_37.jpg,"sandpiper_2.jpg, sandpiper_29.jpg, sandpiper_37.jpg"
hippopotamus,mouse,3,hippopotamus_22.jpg,hippopotamus_23.jpg,hippopotamus_41.jpg,"hippopotamus_22.jpg, hippopotamus_23.jpg, hippopotamus_41.jpg"
turtle,dolphin,3,turtle_13.jpg,turtle_23.jpg,turtle_31.jpg,"turtle_13.jpg, turtle_23.jpg, turtle_31.jpg"
fly,grasshopper,3,fly_1.jpg,fly_22.jpg,fly_50.jpg,"fly_1.jpg, fly_22.jpg, fly_50.jpg"
bear,orangutan,3,bear_1.jpg,bear_3.jpg,bear_38.jpg,"bear_1.jpg, bear_3.jpg, bear_38.jpg"
whale,turtle,3,whale_38.jpg,whale_51.jpg,whale_6.jpg,"whale_38.jpg, whale_51.jpg, whale_6.jpg"
dolphin,turtle,3,dolphin_14.jpg,dolphin_16.jpg,dolphin_47.jpg,"dolphin_14.jpg, dolphin_16.jpg, dolphin_47.jpg"
eagle,octopus,3,eagle_24.jpg,eagle_33.jpg,eagle_46.jpg,"eagle_24.jpg, eagle_33.jpg, eagle_46.jpg"
wombat,orangutan,3,wombat_21.jpg,wombat_35.jpg,wombat_47.jpg,"wombat_21.jpg, wombat_35.jpg, wombat_47.jpg"
dog,wolf,3,dog_20.jpg,dog_32.jpg,dog_52.jpg,"dog_20.jpg, dog_32.jpg, dog_52.jpg"
cow,caterpillar,3,cow_13.jpg,cow_24.jpg,cow_29.jpg,"cow_13.jpg, cow_24.jpg, cow_29.jpg"
goat,wolf,3,goat_23.jpg,goat_3.jpg,goat_36.jpg,"goat_23.jpg, goat_3.jpg, goat_36.jpg"
owl,sandpiper,3,owl_16.jpg,owl_40.jpg,owl_54.jpg,"owl_16.jpg, owl_40.jpg, owl_54.jpg"
pigeon,sandpiper,3,pigeon_21.jpg,pigeon_42.jpg,pigeon_46.jpg,"pigeon_21.jpg, pigeon_42.jpg, pigeon_46.jpg"
leopard,boar,3,leopard_22.jpg,leopard_45.jpg,leopard_52.jpg,"leopard_22.jpg, leopard_45.jpg, leopard_52.jpg"
bee,oyster,3,bee_20.jpg,bee_21.jpg,bee_22.jpg,"bee_20.jpg, bee_21.jpg, bee_22.jpg"
cow,wolf,3,cow_26.jpg,cow_36.jpg,cow_38.jpg,"cow_26.jpg, cow_36.jpg, cow_38.jpg"
hare,caterpillar,3,hare_30.jpg,hare_38.jpg,hare_8.jpg,"hare_30.jpg, hare_38.jpg, hare_8.jpg"
kangaroo,caterpillar,3,kangaroo_21.jpg,kangaroo_25.jpg,kangaroo_3.jpg,"kangaroo_21.jpg, kangaroo_25.jpg, kangaroo_3.jpg"
ladybugs,caterpillar,3,ladybugs_34.jpg,ladybugs_50.jpg,ladybugs_7.jpg,"ladybugs_34.jpg, ladybugs_50.jpg, ladybugs_7.jpg"
hare,wolf,3,hare_13.jpg,hare_36.jpg,hare_9.jpg,"hare_13.jpg, hare_36.jpg, hare_9.jpg"
penguin,cat,3,penguin_12.jpg,penguin_17.jpg,penguin_34.jpg,"penguin_12.jpg, penguin_17.jpg, penguin_34.jpg"
bear,rhinoceros,3,bear_16.jpg,bear_19.jpg,bear_44.jpg,"bear_16.jpg, bear_19.jpg, bear_44.jpg"
antelope,seal,3,antelope_25.jpg,antelope_28.jpg,antelope_54.jpg,"antelope_25.jpg, antelope_28.jpg, antelope_54.jpg"
seal,sandpiper,3,seal_3.jpg,seal_30.jpg,seal_46.jpg,"seal_3.jpg, seal_30.jpg, seal_46.jpg"
wombat,fox,3,wombat_4.jpg,wombat_48.jpg,wombat_51.jpg,"wombat_4.jpg, wombat_48.jpg, wombat_51.jpg"
donkey,owl,3,donkey_31.jpg,donkey_40.jpg,donkey_44.jpg,"donkey_31.jpg, donkey_40.jpg, donkey_44.jpg"
hornbill,tiger,3,hornbill_1.jpg,hornbill_41.jpg,hornbill_45.jpg,"hornbill_1.jpg, hornbill_41.jpg, hornbill_45.jpg"
turtle,otter,3,turtle_14.jpg,turtle_2.jpg,turtle_4.jpg,"turtle_14.jpg, turtle_2.jpg, turtle_4.jpg"
chimpanzee,panda,3,chimpanzee_19.jpg,chimpanzee_37.jpg,chimpanzee_5.jpg,"chimpanzee_19.jpg, chimpanzee_37.jpg, chimpanzee_5.jpg"
wolf,oyster,3,wolf_24.jpg,wolf_28.jpg,wolf_47.jpg,"wolf_24.jpg, wolf_28.jpg, wolf_47.jpg"
leopard,oyster,3,leopard_2.jpg,leopard_37.jpg,leopard_39.jpg,"leopard_2.jpg, leopard_37.jpg, leopard_39.jpg"
tiger,bear,3,tiger_19.jpg,tiger_30.jpg,tiger_31.jpg,"tiger_19.jpg, tiger_30.jpg, tiger_31.jpg"
cow,cat,3,cow_34.jpg,cow_53.jpg,cow_54.jpg,"cow_34.jpg, cow_53.jpg, cow_54.jpg"
seal,bear,3,seal_36.jpg,seal_50.jpg,seal_55.jpg,"seal_36.jpg, seal_50.jpg, seal_55.jpg"
pig,tiger,3,pig_24.jpg,pig_29.jpg,pig_37.jpg,"pig_24.jpg, pig_29.jpg, pig_37.jpg"
hedgehog,tiger,3,hedgehog_18.jpg,hedgehog_42.jpg,hedgehog_7.jpg,"hedgehog_18.jpg, hedgehog_42.jpg, hedgehog_7.jpg"
pelecaniformes,otter,3,pelecaniformes_12.jpg,pelecaniformes_23.jpg,pelecaniformes_50.jpg,"pelecaniformes_12.jpg, pelecaniformes_23.jpg, pelecaniformes_50.jpg"
dolphin,deer,3,dolphin_21.jpg,dolphin_3.jpg,dolphin_40.jpg,"dolphin_21.jpg, dolphin_3.jpg, dolphin_40.jpg"
duck,deer,3,duck_10.jpg,duck_19.jpg,duck_27.jpg,"duck_10.jpg, duck_19.jpg, duck_27.jpg"
koala,wolf,3,koala_40.jpg,koala_5.jpg,koala_55.jpg,"koala_40.jpg, koala_5.jpg, koala_55.jpg"
swan,raccoon,3,swan_13.jpg,swan_39.jpg,swan_5.jpg,"swan_13.jpg, swan_39.jpg, swan_5.jpg"
octopus,rhinoceros,3,octopus_18.jpg,octopus_57.jpg,octopus_9.jpg,"octopus_18.jpg, octopus_57.jpg, octopus_9.jpg"
crow,cow,3,crow_12.jpg,crow_51.jpg,crow_8.jpg,"crow_12.jpg, crow_51.jpg, crow_8.jpg"
pelecaniformes,pigeon,3,pelecaniformes_14.jpg,pelecaniformes_29.jpg,pelecaniformes_34.jpg,"pelecaniformes_14.jpg, pelecaniformes_29.jpg, pelecaniformes_34.jpg"
koala,cow,3,koala_18.jpg,koala_27.jpg,koala_47.jpg,"koala_18.jpg, koala_27.jpg, koala_47.jpg"
lion,cow,3,lion_3.jpg,lion_51.jpg,lion_57.jpg,"lion_3.jpg, lion_51.jpg, lion_57.jpg"
rhinoceros,raccoon,3,rhinoceros_3.jpg,rhinoceros_4.jpg,rhinoceros_9.jpg,"rhinoceros_3.jpg, rhinoceros_4.jpg, rhinoceros_9.jpg"
seahorse,bat,3,seahorse_29.jpg,seahorse_30.jpg,seahorse_38.jpg,"seahorse_29.jpg, seahorse_30.jpg, seahorse_38.jpg"
gorilla,possum,3,gorilla_11.jpg,gorilla_12.jpg,gorilla_20.jpg,"gorilla_11.jpg, gorilla_12.jpg, gorilla_20.jpg"
duck,wolf,3,duck_16.jpg,duck_51.jpg,duck_60.jpg,"duck_16.jpg, duck_51.jpg, duck_60.jpg"
bat,possum,3,bat_43.jpg,bat_48.jpg,bat_55.jpg,"bat_43.jpg, bat_48.jpg, bat_55.jpg"
horse,possum,3,horse_22.jpg,horse_50.jpg,horse_8.jpg,"horse_22.jpg, horse_50.jpg, horse_8.jpg"
owl,possum,3,owl_19.jpg,owl_21.jpg,owl_36.jpg,"owl_19.jpg, owl_21.jpg, owl_36.jpg"
lobster,goat,3,lobster_16.jpg,lobster_17.jpg,lobster_37.jpg,"lobster_16.jpg, lobster_17.jpg, lobster_37.jpg"
okapi,chimpanzee,3,okapi_20.jpg,okapi_34.jpg,okapi_36.jpg,"okapi_20.jpg, okapi_34.jpg, okapi_36.jpg"
parrot,caterpillar,3,parrot_13.jpg,parrot_30.jpg,parrot_5.jpg,"parrot_13.jpg, parrot_30.jpg, parrot_5.jpg"
crow,goat,3,crow_24.jpg,crow_32.jpg,crow_57.jpg,"crow_24.jpg, crow_32.jpg, crow_57.jpg"
hedgehog,pigeon,3,hedgehog_38.jpg,hedgehog_48.jpg,hedgehog_59.jpg,"hedgehog_38.jpg, hedgehog_48.jpg, hedgehog_59.jpg"
gorilla,hare,3,gorilla_10.jpg,gorilla_41.jpg,gorilla_52.jpg,"gorilla_10.jpg, gorilla_41.jpg, gorilla_52.jpg"
hyena,coyote,3,hyena_28.jpg,hyena_49.jpg,hyena_58.jpg,"hyena_28.jpg, hyena_49.jpg, hyena_58.jpg"
antelope,coyote,3,antelope_18.jpg,antelope_5.jpg,antelope_57.jpg,"antelope_18.jpg, antelope_5.jpg, antelope_57.jpg"
cat,pig,3,cat_34.jpg,cat_44.jpg,cat_8.jpg,"cat_34.jpg, cat_44.jpg, cat_8.jpg"
okapi,pig,3,okapi_4.jpg,okapi_43.jpg,okapi_60.jpg,"okapi_4.jpg, okapi_43.jpg, okapi_60.jpg"
goat,possum,3,goat_10.jpg,goat_29.jpg,goat_48.jpg,"goat_10.jpg, goat_29.jpg, goat_48.jpg"
moth,ox,3,moth_15.jpg,moth_40.jpg,moth_42.jpg,"moth_15.jpg, moth_40.jpg, moth_42.jpg"
ox,crab,3,ox_23.jpg,ox_58.jpg,ox_59.jpg,"ox_23.jpg, ox_58.jpg, ox_59.jpg"
squid,owl,3,squid_1.jpg,squid_54.jpg,squid_8.jpg,"squid_1.jpg, squid_54.jpg, squid_8.jpg"
sandpiper,penguin,3,sandpiper_19.jpg,sandpiper_49.jpg,sandpiper_54.jpg,"sandpiper_19.jpg, sandpiper_49.jpg, sandpiper_54.jpg"
whale,panda,3,whale_33.jpg,whale_44.jpg,whale_8.jpg,"whale_33.jpg, whale_44.jpg, whale_8.jpg"
orangutan,crab,3,orangutan_42.jpg,orangutan_54.jpg,orangutan_8.jpg,"orangutan_42.jpg, orangutan_54.jpg, orangutan_8.jpg"
starfish,coyote,3,starfish_16.jpg,starfish_21.jpg,starfish_48.jpg,"starfish_16.jpg, starfish_21.jpg, starfish_48.jpg"
octopus,panda,3,octopus_30.jpg,octopus_48.jpg,octopus_55.jpg,"octopus_30.jpg, octopus_48.jpg, octopus_55.jpg"
sandpiper,antelope,3,sandpiper_30.jpg,sandpiper_53.jpg,sandpiper_8.jpg,"sandpiper_30.jpg, sandpiper_53.jpg, sandpiper_8.jpg"
boar,gorilla,3,boar_10.jpg,boar_52.jpg,boar_57.jpg,"boar_10.jpg, boar_52.jpg, boar_57.jpg"
zebra,wombat,3,zebra_23.jpg,zebra_25.jpg,zebra_30.jpg,"zebra_23.jpg, zebra_25.jpg, zebra_30.jpg"
mouse,goose,3,mouse_46.jpg,mouse_50.jpg,mouse_8.jpg,"mouse_46.jpg, mouse_50.jpg, mouse_8.jpg"
kangaroo,antelope,3,kangaroo_29.jpg,kangaroo_37.jpg,kangaroo_46.jpg,"kangaroo_29.jpg, kangaroo_37.jpg, kangaroo_46.jpg"
boar,bear,3,boar_11.jpg,boar_23.jpg,boar_6.jpg,"boar_11.jpg, boar_23.jpg, boar_6.jpg"
squirrel,wombat,3,squirrel_2.jpg,squirrel_30.jpg,squirrel_5.jpg,"squirrel_2.jpg, squirrel_30.jpg, squirrel_5.jpg"
dragonfly,goose,3,dragonfly_3.jpg,dragonfly_42.jpg,dragonfly_7.jpg,"dragonfly_3.jpg, dragonfly_42.jpg, dragonfly_7.jpg"
fox,gorilla,3,fox_33.jpg,fox_37.jpg,fox_57.jpg,"fox_33.jpg, fox_37.jpg, fox_57.jpg"
pigeon,goldfish,3,pigeon_13.jpg,pigeon_22.jpg,pigeon_55.jpg,"pigeon_13.jpg, pigeon_22.jpg, pigeon_55.jpg"
snake,bat,3,snake_26.jpg,snake_34.jpg,snake_50.jpg,"snake_26.jpg, snake_34.jpg, snake_50.jpg"
coyote,wombat,3,coyote_31.jpg,coyote_38.jpg,coyote_43.jpg,"coyote_31.jpg, coyote_38.jpg, coyote_43.jpg"
squirrel,goat,3,squirrel_23.jpg,squirrel_29.jpg,squirrel_38.jpg,"squirrel_23.jpg, squirrel_29.jpg, squirrel_38.jpg"
sheep,wolf,3,sheep_17.jpg,sheep_36.jpg,sheep_60.jpg,"sheep_17.jpg, sheep_36.jpg, sheep_60.jpg"
flamingo,badger,3,flamingo_26.jpg,flamingo_36.jpg,flamingo_49.jpg,"flamingo_26.jpg, flamingo_36.jpg, flamingo_49.jpg"
bat,fox,3,bat_16.jpg,bat_33.jpg,bat_39.jpg,"bat_16.jpg, bat_33.jpg, bat_39.jpg"
raccoon,possum,3,raccoon_1.jpg,raccoon_32.jpg,raccoon_54.jpg,"raccoon_1.jpg, raccoon_32.jpg, raccoon_54.jpg"
deer,raccoon,3,deer_43.jpg,deer_45.jpg,deer_54.jpg,"deer_43.jpg, deer_45.jpg, deer_54.jpg"
hamster,cat,3,hamster_33.jpg,hamster_44.jpg,hamster_48.jpg,"hamster_33.jpg, hamster_44.jpg, hamster_48.jpg"
seal,hornbill,3,seal_25.jpg,seal_54.jpg,seal_56.jpg,"seal_25.jpg, seal_54.jpg, seal_56.jpg"
parrot,rat,3,parrot_15.jpg,parrot_55.jpg,parrot_8.jpg,"parrot_15.jpg, parrot_55.jpg, parrot_8.jpg"
jellyfish,goldfish,3,jellyfish_11.jpg,jellyfish_40.jpg,jellyfish_44.jpg,"jellyfish_11.jpg, jellyfish_40.jpg, jellyfish_44.jpg"
ox,bee,3,ox_39.jpg,ox_41.jpg,ox_55.jpg,"ox_39.jpg, ox_41.jpg, ox_55.jpg"
raccoon,gorilla,3,raccoon_22.jpg,raccoon_25.jpg,raccoon_27.jpg,"raccoon_22.jpg, raccoon_25.jpg, raccoon_27.jpg"
koala,raccoon,3,koala_39.jpg,koala_4.jpg,koala_53.jpg,"koala_39.jpg, koala_4.jpg, koala_53.jpg"
chimpanzee,raccoon,3,chimpanzee_18.jpg,chimpanzee_35.jpg,chimpanzee_9.jpg,"chimpanzee_18.jpg, chimpanzee_35.jpg, chimpanzee_9.jpg"
wombat,squirrel,3,wombat_1.jpg,wombat_19.jpg,wombat_39.jpg,"wombat_1.jpg, wombat_19.jpg, wombat_39.jpg"
otter,cockroach,3,otter_2.jpg,otter_24.jpg,otter_52.jpg,"otter_2.jpg, otter_24.jpg, otter_52.jpg"
butterfly,cockroach,3,butterfly_40.jpg,butterfly_42.jpg,butterfly_46.jpg,"butterfly_40.jpg, butterfly_42.jpg, butterfly_46.jpg"
octopus,raccoon,3,octopus_13.jpg,octopus_25.jpg,octopus_29.jpg,"octopus_13.jpg, octopus_25.jpg, octopus_29.jpg"
tiger,possum,3,tiger_22.jpg,tiger_55.jpg,tiger_58.jpg,"tiger_22.jpg, tiger_55.jpg, tiger_58.jpg"
panda,possum,3,panda_25.jpg,panda_33.jpg,panda_52.jpg,"panda_25.jpg, panda_33.jpg, panda_52.jpg"
rat,wombat,2,rat_33.jpg,rat_4.jpg,,"rat_33.jpg, rat_4.jpg"
orangutan,badger,2,orangutan_12.jpg,orangutan_41.jpg,,"orangutan_12.jpg, orangutan_41.jpg"
otter,badger,2,otter_14.jpg,otter_54.jpg,,"otter_14.jpg, otter_54.jpg"
raccoon,badger,2,raccoon_13.jpg,raccoon_53.jpg,,"raccoon_13.jpg, raccoon_53.jpg"
seahorse,badger,2,seahorse_25.jpg,seahorse_40.jpg,,"seahorse_25.jpg, seahorse_40.jpg"
lizard,badger,2,lizard_11.jpg,lizard_2.jpg,,"lizard_11.jpg, lizard_2.jpg"
pig,gorilla,2,pig_47.jpg,pig_5.jpg,,"pig_47.jpg, pig_5.jpg"
pelecaniformes,goose,2,pelecaniformes_21.jpg,pelecaniformes_43.jpg,,"pelecaniformes_21.jpg, pelecaniformes_43.jpg"
cow,gorilla,2,cow_51.jpg,cow_52.jpg,,"cow_51.jpg, cow_52.jpg"
duck,wombat,2,duck_31.jpg,duck_36.jpg,,"duck_31.jpg, duck_36.jpg"
flamingo,antelope,2,flamingo_31.jpg,flamingo_51.jpg,,"flamingo_31.jpg, flamingo_51.jpg"
rat,woodpecker,2,rat_25.jpg,rat_30.jpg,,"rat_25.jpg, rat_30.jpg"
tiger,wombat,2,tiger_41.jpg,tiger_44.jpg,,"tiger_41.jpg, tiger_44.jpg"
mouse,antelope,2,mouse_10.jpg,mouse_21.jpg,,"mouse_10.jpg, mouse_21.jpg"
octopus,antelope,2,octopus_22.jpg,octopus_38.jpg,,"octopus_22.jpg, octopus_38.jpg"
pigeon,antelope,2,pigeon_26.jpg,pigeon_30.jpg,,"pigeon_26.jpg, pigeon_30.jpg"
hedgehog,antelope,2,hedgehog_16.jpg,hedgehog_28.jpg,,"hedgehog_16.jpg, hedgehog_28.jpg"
coyote,antelope,2,coyote_17.jpg,coyote_54.jpg,,"coyote_17.jpg, coyote_54.jpg"
pig,wombat,2,pig_52.jpg,pig_55.jpg,,"pig_52.jpg, pig_55.jpg"
pigeon,woodpecker,2,pigeon_40.jpg,pigeon_5.jpg,,"pigeon_40.jpg, pigeon_5.jpg"
koala,woodpecker,2,koala_2.jpg,koala_31.jpg,,"koala_2.jpg, koala_31.jpg"
lobster,woodpecker,2,lobster_38.jpg,lobster_4.jpg,,"lobster_38.jpg, lobster_4.jpg"
raccoon,antelope,2,raccoon_17.jpg,raccoon_43.jpg,,"raccoon_17.jpg, raccoon_43.jpg"
snake,goose,2,snake_15.jpg,snake_30.jpg,,"snake_15.jpg, snake_30.jpg"
antelope,wombat,2,antelope_31.jpg,antelope_59.jpg,,"antelope_31.jpg, antelope_59.jpg"
boar,wombat,2,boar_20.jpg,boar_30.jpg,,"boar_20.jpg, boar_30.jpg"
seal,wolf,2,seal_14.jpg,seal_15.jpg,,"seal_14.jpg, seal_15.jpg"
panda,wolf,2,panda_23.jpg,panda_40.jpg,,"panda_23.jpg, panda_40.jpg"
squid,turtle,2,squid_26.jpg,squid_56.jpg,,"squid_26.jpg, squid_56.jpg"
cow,whale,2,cow_2.jpg,cow_58.jpg,,"cow_2.jpg, cow_58.jpg"
okapi,bear,2,okapi_17.jpg,okapi_44.jpg,,"okapi_17.jpg, okapi_44.jpg"
crow,wolf,2,crow_50.jpg,crow_56.jpg,,"crow_50.jpg, crow_56.jpg"
eagle,grasshopper,2,eagle_26.jpg,eagle_40.jpg,,"eagle_26.jpg, eagle_40.jpg"
hamster,grasshopper,2,hamster_18.jpg,hamster_47.jpg,,"hamster_18.jpg, hamster_47.jpg"
crab,grasshopper,2,crab_10.jpg,crab_49.jpg,,"crab_10.jpg, crab_49.jpg"
mosquito,hamster,2,mosquito_4.jpg,mosquito_43.jpg,,"mosquito_4.jpg, mosquito_43.jpg"
donkey,gorilla,2,donkey_21.jpg,donkey_29.jpg,,"donkey_21.jpg, donkey_29.jpg"
elephant,gorilla,2,elephant_21.jpg,elephant_29.jpg,,"elephant_21.jpg, elephant_29.jpg"
zebra,goose,2,zebra_10.jpg,zebra_54.jpg,,"zebra_10.jpg, zebra_54.jpg"
bat,gorilla,2,bat_11.jpg,bat_50.jpg,,"bat_11.jpg, bat_50.jpg"
elephant,bear,2,elephant_17.jpg,elephant_41.jpg,,"elephant_17.jpg, elephant_41.jpg"
butterfly,bear,2,butterfly_36.jpg,butterfly_57.jpg,,"butterfly_36.jpg, butterfly_57.jpg"
dolphin,bear,2,dolphin_60.jpg,dolphin_8.jpg,,"dolphin_60.jpg, dolphin_8.jpg"
starfish,bat,2,starfish_24.jpg,starfish_50.jpg,,"starfish_24.jpg, starfish_50.jpg"
rat,goat,2,rat_58.jpg,rat_9.jpg,,"rat_58.jpg, rat_9.jpg"
goose,goat,2,goose_19.jpg,goose_25.jpg,,"goose_19.jpg, goose_25.jpg"
antelope,hamster,2,antelope_20.jpg,antelope_48.jpg,,"antelope_20.jpg, antelope_48.jpg"
duck,goose,2,duck_43.jpg,duck_7.jpg,,"duck_43.jpg, duck_7.jpg"
flamingo,goose,2,flamingo_11.jpg,flamingo_7.jpg,,"flamingo_11.jpg, flamingo_7.jpg"
seahorse,goldfish,2,seahorse_44.jpg,seahorse_6.jpg,,"seahorse_44.jpg, seahorse_6.jpg"
parrot,woodpecker,2,parrot_21.jpg,parrot_48.jpg,,"parrot_21.jpg, parrot_48.jpg"
crab,gorilla,2,crab_14.jpg,crab_6.jpg,,"crab_14.jpg, crab_6.jpg"
hare,goat,2,hare_44.jpg,hare_56.jpg,,"hare_44.jpg, hare_56.jpg"
kangaroo,goat,2,kangaroo_32.jpg,kangaroo_52.jpg,,"kangaroo_32.jpg, kangaroo_52.jpg"
ladybugs,goat,2,ladybugs_15.jpg,ladybugs_36.jpg,,"ladybugs_15.jpg, ladybugs_36.jpg"
duck,goat,2,duck_20.jpg,duck_46.jpg,,"duck_20.jpg, duck_46.jpg"
dragonfly,grasshopper,2,dragonfly_47.jpg,dragonfly_49.jpg,,"dragonfly_47.jpg, dragonfly_49.jpg"
pig,goat,2,pig_32.jpg,pig_43.jpg,,"pig_32.jpg, pig_43.jpg"
possum,goat,2,possum_31.jpg,possum_5.jpg,,"possum_31.jpg, possum_5.jpg"
raccoon,goat,2,raccoon_26.jpg,raccoon_34.jpg,,"raccoon_26.jpg, raccoon_34.jpg"
goldfish,cow,2,goldfish_2.jpg,goldfish_30.jpg,,"goldfish_2.jpg, goldfish_30.jpg"
grasshopper,cow,2,grasshopper_2.jpg,grasshopper_47.jpg,,"grasshopper_2.jpg, grasshopper_47.jpg"
boar,cow,2,boar_32.jpg,boar_46.jpg,,"boar_32.jpg, boar_46.jpg"
cat,cow,2,cat_25.jpg,cat_50.jpg,,"cat_25.jpg, cat_50.jpg"
donkey,possum,2,donkey_11.jpg,donkey_27.jpg,,"donkey_11.jpg, donkey_27.jpg"
badger,possum,2,badger_19.jpg,badger_4.jpg,,"badger_19.jpg, badger_4.jpg"
lion,rhinoceros,2,lion_28.jpg,lion_9.jpg,,"lion_28.jpg, lion_9.jpg"
crab,rhinoceros,2,crab_22.jpg,crab_38.jpg,,"crab_22.jpg, crab_38.jpg"
hedgehog,porcupine,2,hedgehog_21.jpg,hedgehog_49.jpg,,"hedgehog_21.jpg, hedgehog_49.jpg"
